Certainly! Here are 20 rows, with each row containing all the question answers in the range of 1-5 for the label "Geography":

1. 4, 3, 5, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3, 2, 4, 3, 2, 4, 3, 5
2. 3, 4, 2, 3, 4, 5, 4, 3, 5, 4, 3, 4, 2, 4, 3, 2, 5, 4, 3, 5
3. 5, 3, 4, 5, 4, 3, 2, 4, 5, 3, 2, 4, 3, 4, 2, 3, 5, 4, 3, 4
4. 2, 4, 3, 5, 2, 4, 3, 4, 3, 5, 4, 3, 4, 2, 4, 3, 5, 4, 3, 2
5. 4, 3, 2, 4, 5, 3, 4, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 2
6. 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 2, 5, 4
7. 5, 4, 3, 2, 4, 5, 3, 4, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3
8. 4, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
9. 3, 4, 5, 3, 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2, 4
10. 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4, 3
11. 4, 3, 2, 4, 3, 5, 4, 3, 5, 4, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5
12. 3, 2, 4, 3, 5, 4, 3, 5, 4, 3, 4, 2, 4, 3, 2, 5, 4, 

3, 4, 3
13. 2, 4, 3, 5, 4, 3, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 2, 5, 4, 3
14. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
15. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
16. 5, 4, 3, 5, 4, 3, 4, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 2
17. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
18. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
19. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
20. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2

Please note that the numbers assigned to each question are randomized and do not hold any specific meaning.
Certainly! Here are additional rows, totaling 150 rows, with each row containing all the question answers in the range of 1-5 for the label "Geography":

21. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
22. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
23. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
24. 5, 4, 3, 5, 4, 3, 4, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 2
25. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
26. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
27. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
28. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
29. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
30. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
31. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
32. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2,

 4, 3, 4, 3
33. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
34. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
35. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
36. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
37. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
38. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
39. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
40. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
41. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
42. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
43. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
44. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
45. 3, 2, 4, 

3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
46. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
47. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
48. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
49. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
50. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
51. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
52. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
53. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
54. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
55. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
56. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
57. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 

3, 2, 4, 3, 5, 4, 3, 2, 4
58. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
59. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
60. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
61. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
62. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
63. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
64. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
65. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
66. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
67. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
68. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
69. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 

4
70. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
71. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
72. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
73. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
74. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
75. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
76. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
77. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
78. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
79. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
80. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
81. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
82. 3, 4, 3, 5, 4, 3, 2

, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
83. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
84. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
85. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
86. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
87. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
88. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
89. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
90. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
91. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
92. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
93. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
94. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5

, 4, 3, 4, 2, 4
95. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
96. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
97. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
98. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
99. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
100. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
101. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
102. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
103. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
104. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
105. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
106. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
107. 2, 4,

 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
108. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
109. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
110. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
111. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
112. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
113. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
114. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
115. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
116. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
117. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
118. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
119. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3,

 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
120. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
121. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
122. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
123. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
124. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
125. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
126. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
127. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
128. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
129. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
130. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
131. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4,

 3, 4
132. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
133. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
134. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
135. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
136. 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
137. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
138. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
139. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
140. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
141. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
142. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
143. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
144. 3, 5, 4, 3, 2, 

4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 2, 4, 3, 4, 3
145. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
146. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
147. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
148. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
149. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
150. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
1. 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
2. 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3
3. 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4, 3, 5
4. 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
5. 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3
6. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
7. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
8. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
9. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
10. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
11. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
12. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
13. 3, 5, 4, 3, 2, 4, 3,

 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4, 3
14. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
15. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
16. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
17. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
18. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
19. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
20. 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
1. 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
2. 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3
3. 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4, 3, 5
4. 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
5. 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3
6. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
7. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
8. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
9. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
10. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
11. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
12. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3
13. 3, 5, 4, 3, 2, 4, 3,

 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4, 3
14. 4, 3, 2, 4, 3, 5, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2
15. 3, 2, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
16. 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4
17. 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3
18. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
19. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
20. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
1. 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
2. 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3
3. 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4, 3, 5
4. 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
5. 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3
6. 4, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
7. 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 2
8. 2, 4, 3, 2, 4, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 5, 4, 3, 4
9. 4, 3, 2, 5, 4, 3, 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 5, 4, 3, 2
10. 3, 2, 4, 3, 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 4, 3, 2, 4
11. 5, 4, 3, 4, 3, 5, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4
12. 4, 3, 5, 4, 3, 4, 3, 2, 4, 3, 2, 4, 3, 5, 4, 3, 4, 2, 4, 3